"sampleNum","varName","value"
405,"alpha",-2.26461078675191
406,"alpha",-2.36761762292422
407,"alpha",-2.31471268438128
408,"alpha",-2.55127779001042
409,"alpha",-2.92449842127587
410,"alpha",-2.37879191367117
411,"alpha",-2.44182682673135
412,"alpha",-2.16069944156067
413,"alpha",-2.64553752157824
414,"alpha",-2.38247630619778
415,"alpha",-2.13373045495691
416,"alpha",-2.52937634681153
417,"alpha",-2.33024976445382
418,"alpha",-2.58910200628783
419,"alpha",-2.42248877029485
420,"alpha",-2.41435336527298
421,"alpha",-2.62382493637788
422,"alpha",-1.88200074669331
423,"alpha",-2.25850147848577
424,"alpha",-2.54432844447001
425,"alpha",-2.43137798378668
426,"alpha",-2.47660306235912
427,"alpha",-2.44867799330299
428,"alpha",-2.47526536990056
429,"alpha",-2.21146963563845
430,"alpha",-2.37899895713243
431,"alpha",-2.36484657593063
432,"alpha",-2.36993957402411
433,"alpha",-2.28955033061967
434,"alpha",-2.43447626838088
435,"alpha",-2.49205510626179
436,"alpha",-2.51496117671688
437,"alpha",-2.1997592428684
438,"alpha",-2.70668005406367
439,"alpha",-2.48181387742479
440,"alpha",-2.41128048833619
441,"alpha",-2.40290327543667
442,"alpha",-2.43841633450955
443,"alpha",-2.42970539982039
444,"alpha",-2.39886734357499
445,"alpha",-2.33418760407137
446,"alpha",-2.38877980339941
447,"alpha",-2.41783059934468
448,"alpha",-2.08830838506161
449,"alpha",-2.45835973212089
450,"alpha",-2.59426479593351
451,"alpha",-2.22685104381393
452,"alpha",-2.46313697476356
453,"alpha",-2.7213290489971
454,"alpha",-2.3683195253368
455,"alpha",-2.49371930566958
456,"alpha",-2.71460298563799
457,"alpha",-2.55311488083782
458,"alpha",-2.40303705526856
459,"alpha",-2.607607156832
460,"alpha",-2.27933919070964
461,"alpha",-2.53123639110299
462,"alpha",-2.27783755287474
463,"alpha",-2.2809470189872
464,"alpha",-2.58277877612201
465,"alpha",-2.51440822904281
466,"alpha",-2.26082806786515
467,"alpha",-2.60979585651691
468,"alpha",-2.26699858630773
469,"alpha",-2.42475453261423
470,"alpha",-2.4870735950094
471,"alpha",-2.07149907479284
472,"alpha",-2.23744707472825
473,"alpha",-2.23063542678029
474,"alpha",-2.56245944185297
475,"alpha",-2.1681255490822
476,"alpha",-2.52243649017693
477,"alpha",-2.57501710653233
478,"alpha",-2.11458390452948
479,"alpha",-2.26692299941839
480,"alpha",-2.52958284404073
481,"alpha",-2.56217080716978
482,"alpha",-2.55091958088679
483,"alpha",-2.36126899233236
484,"alpha",-2.30181141918192
485,"alpha",-2.28723917113601
486,"alpha",-2.50287884285276
487,"alpha",-2.2347968237461
488,"alpha",-2.39626521978408
489,"alpha",-2.47269889204748
490,"alpha",-2.42920978614278
491,"alpha",-2.45023496526224
492,"alpha",-2.14115036837536
493,"alpha",-2.3273630715861
494,"alpha",-2.36029898922404
495,"alpha",-2.36624907288154
496,"alpha",-2.51652860410185
497,"alpha",-2.46665843339444
498,"alpha",-2.64772660066713
499,"alpha",-2.20386729423578
500,"alpha",-2.27189116029371
501,"alpha",-2.38820981338963
502,"alpha",-2.50832494703961
503,"alpha",-2.60308912506367
504,"alpha",-2.11735902161326
505,"alpha",-2.12794553586747
506,"alpha",-2.69321128655666
507,"alpha",-2.63475304279349
508,"alpha",-2.56033572485525
509,"alpha",-2.6614732792045
510,"alpha",-2.32111361048882
511,"alpha",-2.30979893086409
512,"alpha",-2.47582312328607
513,"alpha",-2.53238166533242
514,"alpha",-2.4290178201937
515,"alpha",-2.12179533058033
516,"alpha",-2.59284322274093
517,"alpha",-2.40919858276579
518,"alpha",-2.28695778749128
519,"alpha",-2.28675817953958
520,"alpha",-2.10913142253598
521,"alpha",-2.63177991966925
522,"alpha",-2.37713690310258
523,"alpha",-2.30971137801172
524,"alpha",-2.10683913703424
525,"alpha",-2.32067234183685
526,"alpha",-2.44696144067853
527,"alpha",-2.39294750128136
528,"alpha",-2.42545451284907
529,"alpha",-2.43137751055355
530,"alpha",-2.26512733120635
531,"alpha",-2.33825013364211
532,"alpha",-2.14003771608016
533,"alpha",-2.21838581566249
534,"alpha",-2.48587782175885
535,"alpha",-2.34068607870981
536,"alpha",-2.15107462847714
537,"alpha",-2.187591721866
538,"alpha",-2.50297736979509
539,"alpha",-2.43133556157409
540,"alpha",-2.04969935527973
541,"alpha",-2.25305300251306
542,"alpha",-2.2779732490565
543,"alpha",-2.15409751949199
544,"alpha",-2.36357047094672
545,"alpha",-2.26876806118298
546,"alpha",-2.62896405005861
547,"alpha",-2.23128595575894
548,"alpha",-2.73306658898267
549,"alpha",-2.48943060162528
550,"alpha",-2.60026820633219
551,"alpha",-2.49011719700464
552,"alpha",-2.54997549922112
553,"alpha",-2.53733633481417
554,"alpha",-2.38861075474523
555,"alpha",-2.1494150731603
556,"alpha",-2.31158165801982
557,"alpha",-2.65752412875553
558,"alpha",-2.55624992159982
559,"alpha",-2.35939455040217
560,"alpha",-2.45173944550856
561,"alpha",-2.4006425863743
562,"alpha",-2.50478731402419
563,"alpha",-2.2657065090033
564,"alpha",-2.3754378916286
565,"alpha",-2.2752377839507
566,"alpha",-2.45508957589479
567,"alpha",-2.19239480554561
568,"alpha",-1.94455392094703
569,"alpha",-2.6915000875221
570,"alpha",-2.60086645971978
571,"alpha",-2.27694189015441
572,"alpha",-2.45325318282892
573,"alpha",-2.25988746148955
574,"alpha",-2.363399343492
575,"alpha",-2.50064929404963
576,"alpha",-2.31829053877875
577,"alpha",-2.5799119532483
578,"alpha",-2.31524045534438
579,"alpha",-2.51394962068552
580,"alpha",-2.20871617590141
581,"alpha",-2.48648629507054
582,"alpha",-2.55015416332321
583,"alpha",-2.38347449305085
584,"alpha",-1.90687624753086
585,"alpha",-2.22296421614392
586,"alpha",-2.36423054533613
587,"alpha",-2.44326074565982
588,"alpha",-2.1700434343077
589,"alpha",-2.25203458522789
590,"alpha",-2.5483114430372
591,"alpha",-2.36589136145191
592,"alpha",-2.30311106086788
593,"alpha",-2.496214637133
594,"alpha",-2.36100352280188
595,"alpha",-2.51952027380515
596,"alpha",-2.22242865831535
597,"alpha",-2.72362803080257
598,"alpha",-2.15465159942172
599,"alpha",-2.39100069465181
600,"alpha",-2.52621762520307
601,"alpha",-2.27587193369953
602,"alpha",-2.2067224596255
603,"alpha",-2.24887492110686
604,"alpha",-2.49835617466933
605,"alpha",-2.44769204219283
606,"alpha",-2.42232205251708
607,"alpha",-2.45805651889908
608,"alpha",-2.28185382626943
609,"alpha",-2.17782116164826
610,"alpha",-2.30712202367062
611,"alpha",-2.29765556099625
612,"alpha",-2.61042952193942
613,"alpha",-2.29119351795738
614,"alpha",-2.53779843460319
615,"alpha",-2.36005039033097
616,"alpha",-2.60162807071279
617,"alpha",-2.29710184754367
618,"alpha",-2.2352471454063
619,"alpha",-2.39978468139428
620,"alpha",-2.41520570379171
621,"alpha",-2.47034808557969
622,"alpha",-2.30933591947538
623,"alpha",-2.42120048393044
624,"alpha",-2.39622575582192
625,"alpha",-2.00527871264203
626,"alpha",-2.35812199729662
627,"alpha",-2.63285498190544
628,"alpha",-2.2897601055624
629,"alpha",-2.20053528120406
630,"alpha",-2.56942157457624
631,"alpha",-2.50055863179877
632,"alpha",-2.43253034703618
633,"alpha",-2.26099475472418
634,"alpha",-2.00568619071152
635,"alpha",-2.34454954789029
636,"alpha",-2.72103186744957
637,"alpha",-2.31673834273167
638,"alpha",-2.57237448557447
639,"alpha",-2.42726047903801
640,"alpha",-2.32574977463242
641,"alpha",-2.52516354978844
642,"alpha",-2.35941388626036
643,"alpha",-2.65076227910948
644,"alpha",-2.26162731838469
645,"alpha",-2.57570329290412
646,"alpha",-2.25627476376255
647,"alpha",-2.29159386759715
648,"alpha",-2.40565517513406
649,"alpha",-2.29506556194258
650,"alpha",-2.54941357919879
651,"alpha",-2.45294326468111
652,"alpha",-2.32507593834373
653,"alpha",-2.36443092748635
654,"alpha",-2.28552482103914
655,"alpha",-2.32650053575046
656,"alpha",-2.21536197447551
657,"alpha",-2.43876303070507
658,"alpha",-2.72055470642405
659,"alpha",-2.38369430139206
660,"alpha",-2.24594738343895
661,"alpha",-2.19088034790891
662,"alpha",-2.4953295720265
663,"alpha",-2.38149066475993
664,"alpha",-2.50601270353674
665,"alpha",-2.3933081525777
666,"alpha",-2.42503946030284
667,"alpha",-2.25446256878049
668,"alpha",-2.15051484857962
669,"alpha",-2.23834208187026
670,"alpha",-2.72131361247543
671,"alpha",-2.39895437540971
672,"alpha",-2.24015674236558
673,"alpha",-2.8663258102181
674,"alpha",-2.51581690129523
675,"alpha",-2.18611297713604
676,"alpha",-2.3395813372771
677,"alpha",-2.44907502306222
678,"alpha",-2.24396120778457
679,"alpha",-2.69344652314841
680,"alpha",-2.21121356366296
681,"alpha",-2.46238121228776
682,"alpha",-2.18277143744921
683,"alpha",-2.46080648211954
684,"alpha",-2.44579626538342
685,"alpha",-2.19089154126755
686,"alpha",-2.35247790939267
687,"alpha",-2.57583034549986
688,"alpha",-2.35568595726586
689,"alpha",-2.41105383819624
690,"alpha",-2.23657465519593
691,"alpha",-2.32975220476434
692,"alpha",-1.99841641203601
693,"alpha",-2.21034119776059
694,"alpha",-2.55373647237416
695,"alpha",-2.30695486878224
696,"alpha",-2.63239377518302
697,"alpha",-2.11475048035926
698,"alpha",-2.5486244328712
699,"alpha",-2.14946167176246
700,"alpha",-2.25835531048324
701,"alpha",-2.2865924715561
702,"alpha",-2.4846593546649
703,"alpha",-2.35215608700187
704,"alpha",-2.42374712605715
705,"alpha",-2.41299562769901
706,"alpha",-2.30990905587532
707,"alpha",-2.59394565723778
708,"alpha",-2.1024770749184
709,"alpha",-2.36769057232717
710,"alpha",-2.42443815415921
711,"alpha",-2.45798530521593
712,"alpha",-2.39650624735263
713,"alpha",-2.49872542837962
714,"alpha",-2.38072544357819
715,"alpha",-2.0743213656549
716,"alpha",-2.54261687506768
717,"alpha",-2.34074510519017
718,"alpha",-2.48589815475181
719,"alpha",-2.37945884182065
720,"alpha",-2.33286108259149
721,"alpha",-2.35805424783188
722,"alpha",-2.26451012049828
723,"alpha",-2.50018872082108
724,"alpha",-2.24327558795957
725,"alpha",-2.33300556083773
726,"alpha",-2.31058789376187
727,"alpha",-2.14082703855664
728,"alpha",-3.03983462366409
729,"alpha",-2.48837436203945
730,"alpha",-2.42949850946403
731,"alpha",-2.73273579843691
732,"alpha",-2.44591170305156
733,"alpha",-2.21068963427322
734,"alpha",-2.24524360866236
735,"alpha",-2.1711188818755
736,"alpha",-2.41130810452239
737,"alpha",-2.3755467166744
738,"alpha",-2.27220323212425
739,"alpha",-2.38284015105478
740,"alpha",-2.28265765329577
741,"alpha",-2.19161162591881
742,"alpha",-2.46345035394991
743,"alpha",-2.351275613835
744,"alpha",-2.75055826193927
745,"alpha",-2.52791346102009
746,"alpha",-2.70758083701171
747,"alpha",-2.60940240177324
748,"alpha",-2.11914715980374
749,"alpha",-2.33608133011761
750,"alpha",-2.31580807607475
751,"alpha",-2.24212259984101
752,"alpha",-2.60625237583973
753,"alpha",-2.31395132655207
754,"alpha",-2.37941885596109
755,"alpha",-2.20404820316507
756,"alpha",-2.48860465934094
757,"alpha",-2.42338965233648
758,"alpha",-2.35743092933703
759,"alpha",-2.36477748244421
760,"alpha",-2.48952216490591
761,"alpha",-2.51188798271926
762,"alpha",-2.32125885908628
763,"alpha",-2.18372694286062
764,"alpha",-2.10075061014539
765,"alpha",-2.43784880587343
766,"alpha",-2.46758714537846
767,"alpha",-2.61601845376628
768,"alpha",-2.14349459853331
769,"alpha",-2.31659217752213
770,"alpha",-2.05984345988533
771,"alpha",-2.26212701343859
772,"alpha",-2.37912580013917
773,"alpha",-2.5413791297271
774,"alpha",-2.4522550131034
775,"alpha",-2.16265081209566
776,"alpha",-2.51750120292261
777,"alpha",-2.29533326926915
778,"alpha",-2.64090647353949
779,"alpha",-2.33495010613935
780,"alpha",-2.21038739628967
781,"alpha",-2.2864141182594
782,"alpha",-2.34200556161336
783,"alpha",-2.46888446685498
784,"alpha",-2.78364115405382
785,"alpha",-2.56058635402918
786,"alpha",-2.04664471624014
787,"alpha",-2.29847549162941
788,"alpha",-2.14776628868027
789,"alpha",-2.86636921283553
790,"alpha",-2.83066689203347
791,"alpha",-2.30332498068093
792,"alpha",-2.63256544862337
793,"alpha",-2.45365401732824
794,"alpha",-2.42332827817942
795,"alpha",-2.15389485613336
796,"alpha",-2.31890021937513
797,"alpha",-2.14395108717622
798,"alpha",-1.96425380540352
799,"alpha",-2.54818380362774
800,"alpha",-2.18362649736881
801,"alpha",-1.98888804702202
802,"alpha",-2.50288711818442
803,"alpha",-2.33453800526365
804,"alpha",-2.28868200628042
805,"alpha",-2.51474786573393
806,"alpha",-2.55404655985064
807,"alpha",-2.31716438972641
808,"alpha",-2.30703758972329
809,"alpha",-2.33865938012819
810,"alpha",-2.12421389464774
811,"alpha",-2.36624115060684
812,"alpha",-2.79045497248655
813,"alpha",-2.26751436211272
814,"alpha",-2.23290617509558
815,"alpha",-2.39297256234548
816,"alpha",-2.43797054760567
817,"alpha",-2.5778341621603
818,"alpha",-2.26486576610371
819,"alpha",-2.46139176761259
820,"alpha",-2.73870191321916
821,"alpha",-2.32029237136033
822,"alpha",-2.3536619911171
823,"alpha",-2.3218458393497
824,"alpha",-2.07532237245121
825,"alpha",-2.39801022912232
826,"alpha",-2.19673699012656
827,"alpha",-2.50547110976002
828,"alpha",-2.54392536167681
829,"alpha",-2.01666532367437
830,"alpha",-2.26331692120149
831,"alpha",-2.16992289490649
832,"alpha",-2.58030628077239
833,"alpha",-2.71577456616116
834,"alpha",-2.44288921551424
835,"alpha",-2.36457594794555
836,"alpha",-2.22060149537912
837,"alpha",-2.46210919215248
838,"alpha",-2.74632542665981
839,"alpha",-2.45107535387434
840,"alpha",-2.52685625288322
841,"alpha",-2.3050098924854
842,"alpha",-2.29582913455668
843,"alpha",-2.50394715231243
844,"alpha",-2.09951590244762
845,"alpha",-2.45534659295912
846,"alpha",-2.5640661759649
847,"alpha",-2.338452896664
848,"alpha",-2.40838055253738
849,"alpha",-2.37097643607628
850,"alpha",-2.54279332040805
851,"alpha",-2.56384582094876
852,"alpha",-2.35520579117606
853,"alpha",-2.39683388098189
854,"alpha",-2.67891541043169
855,"alpha",-2.58085474986853
856,"alpha",-2.42292438234046
857,"alpha",-2.06445283704987
858,"alpha",-2.26030904740487
859,"alpha",-2.3181448629745
860,"alpha",-2.5031069909234
861,"alpha",-2.2504378698808
862,"alpha",-2.44078489288477
863,"alpha",-2.52314610273235
864,"alpha",-2.17624036428577
865,"alpha",-1.90515735898786
866,"alpha",-2.41663527092194
867,"alpha",-2.68712006635397
868,"alpha",-2.23852976316892
869,"alpha",-2.14604004932676
870,"alpha",-2.51803104282058
871,"alpha",-2.62192589506221
872,"alpha",-2.26866358093906
873,"alpha",-2.4637492129277
